variable,VIF
mean_adoption_percentile_z,19.50471664363158
max_adoption_percentile_z,13.000951552434893
frac_early_adopter_z,1.9058944562760871
document_years_since_earliest,132.9947899339284
num_libraries_scored,5.475543651631741
document_author_count,1.9906299337130193
document_log_author_mean_citations,43.74172769772823
mean_log_library_popularity,85.19947997903303
