variable,VIF
mean_adoption_percentile_z,28.399280455294424
max_adoption_percentile_z,21.201949588840247
frac_early_adopter_z,2.0358305476986804
document_years_since_earliest,86.18838510939484
num_libraries_scored,4.121329758063868
document_author_count,1.7425993740649912
document_log_author_mean_citations,45.37392745603493
mean_log_library_popularity,44.457890980745
