document_repository_link_id,document_id,repository_id,document_url,repository_url,predictive_model_confidence,label
371053,364011,357869,https://doi.org/10.1101/2021.06.25.449758,https://github.com/frequency-tagging/freq-tag,0.9687711596488953,
376002,368959,362818,https://doi.org/10.20944/preprints202002.0242.v2,https://github.com/callsobing/tci-gene-sandbox,0.9717631340026855,
362553,355512,349369,https://doi.org/10.1016/j.celrep.2021.109797,https://github.com/lifs-tools/goslin-webapp,0.9769092202186584,
233346,226532,220162,https://doi.org/10.1145/3449726.3459442,https://github.com/agb1n19/planar_metacmaes,0.9788013100624084,
396912,389869,383728,https://doi.org/10.1002/alz.065232,https://github.com/christinasuntong/ma-679-pt-project,0.9928610920906067,
498312,491067,485128,https://doi.org/10.5194/egusphere-egu25-16383,https://github.com/kul-rsda/regionalac_py,0.9957700371742249,
211129,204379,197945,https://doi.org/10.31219/osf.io/ujxp6,https://github.com/nipreps/smriprep,0.9972611665725708,
336071,329043,322887,https://doi.org/10.1158/1538-7445.am2024-1965,https://github.com/profyliu/cubrif,0.9979731440544128,
367673,360631,354489,https://doi.org/10.1137/23m1573653,https://github.com/adedner/dune-vem,0.9983556866645813,
257865,250990,244681,https://doi.org/10.1162/evco_a_00285,https://github.com/galdeia/experiments-itea-paper,0.9994639754295349,
457059,449846,443875,https://doi.org/10.1523/jneurosci.2421-13.2014,https://github.com/tbekolay/jneurosci2013-bts,0.999686598777771,
259367,252484,246183,https://doi.org/10.48550/arxiv.2305.10519,https://github.com/dqxiu/kassess,0.9997250437736511,
291084,284132,277900,https://doi.org/10.1609/aaai.v39i3.32243,https://github.com/znchen666/fico,0.9997496008872986,
481923,474694,468739,https://doi.org/10.1109/cvpr42600.2020.01010,https://github.com/zfchenunique/cops-ref,0.9997511506080627,
316588,309591,303404,https://doi.org/10.1038/s41524-024-01381-9,https://github.com/chenebuah/lcmgm,0.9997572302818298,
