document_id,document_doi,repository_id,repository_url,developer_account_id,developer_account_url,developer_contribution_url,n_commits,n_additions,n_deletions,total_repo_commits,total_repo_additions,total_repo_deletions
66826,https://doi.org/10.1371/journal.pdig.0000108,64031,https://github.com/epfl-iglobalhealth/modn-ml4h,25977,https://github.com/cctrotte,https://github.com/epfl-iglobalhealth/modn-ml4h/commits?author=cctrotte,2.0,5618.0,0.0,2.0,5618.0,0.0
60665,https://doi.org/10.1109/ISBI56570.2024.10635615,58059,https://github.com/jamesqfreeman/lora-vit,89594,https://github.com/zixuzhuang,https://github.com/jamesqfreeman/lora-vit/commits?author=zixuzhuang,2.0,586.0,107.0,73.0,22215.0,18230.0
147733,https://doi.org/10.1109/CVPR46437.2021.00841,143953,https://github.com/hyz-xmaster/varifocalnet,9333,https://github.com/v-qjqs,https://github.com/hyz-xmaster/varifocalnet/commits?author=v-qjqs,20.0,5770.0,165.0,1269.0,267334.0,146969.0
55163,https://doi.org/10.1109/CVPR46437.2021.00794,52765,https://github.com/nmaac/acon,56003,https://github.com/glenn-jocher,https://github.com/nmaac/acon/commits?author=glenn-jocher,3.0,14.0,16.0,5.0,3080.0,21.0
107848,https://doi.org/10.1088/1748-0221/18/11/P11028,104357,https://github.com/dnicotra/trackhhl,131469,https://github.com/Xenofon-Chiotopoulos,https://github.com/dnicotra/trackhhl/commits?author=Xenofon-Chiotopoulos,7.0,734.0,709.0,11.0,924.0,712.0
44180,https://doi.org/10.1371/journal.pone.0263125,42221,https://github.com/lukemelas/efficientnet-pytorch,27892,https://github.com/developer0hye,https://github.com/lukemelas/efficientnet-pytorch/commits?author=developer0hye,2.0,1.0,5.0,120.0,8902.0,3609.0
52113,https://doi.org/10.1103/PhysRevE.103.063308,49884,https://github.com/misiekc/polygonrsa,80313,https://github.com/misiekc,https://github.com/misiekc/polygonrsa/commits?author=misiekc,4.0,6297.0,3.0,13.0,9639.0,1672.0
18102,https://doi.org/10.48550/arxiv.1901.03353,17399,https://github.com/chengyangfu/retinamask,9825,https://github.com/fmassa,https://github.com/chengyangfu/retinamask/commits?author=fmassa,8.0,10108.0,52.0,25.0,10260.0,114.0
32480,https://doi.org/10.2140/camcos.2022.17.1,31043,https://github.com/stevenireeves/amrex,17538,https://github.com/adam-m-jcbs,https://github.com/stevenireeves/amrex/commits?author=adam-m-jcbs,,,,,,
86659,https://doi.org/10.1145/3528535.3565238,83371,https://github.com/bacox/fltk,114120,https://github.com/IzaakC,https://github.com/bacox/fltk/commits?author=IzaakC,10.0,543.0,182.0,115.0,33417.0,23182.0
68723,https://doi.org/10.1109/ICRA.2019.8794254,65844,https://github.com/msiam/motion_adaptation,35305,https://github.com/vincentzhang,https://github.com/msiam/motion_adaptation/commits?author=vincentzhang,2.0,88.0,55.0,39.0,27821.0,21659.0
147971,https://doi.org/10.24963/ijcai.2017/585,144194,https://github.com/chunyangx/overnight_more,112679,https://github.com/froystig,https://github.com/chunyangx/overnight_more/commits?author=froystig,2.0,14.0,9.0,39.0,43509.0,22628.0
58620,https://doi.org/10.1109/TRO.2024.3400838,56072,https://github.com/uzh-rpg/rpg_quadrotor_control,87538,https://github.com/davidefalanga,https://github.com/uzh-rpg/rpg_quadrotor_control/commits?author=davidefalanga,1.0,2.0,2.0,163.0,60601.0,12615.0
92238,https://doi.org/10.1093/comnet/cnac051,88905,https://github.com/louzounlab/graph-measures,118845,https://github.com/roysgitprojects,https://github.com/louzounlab/graph-measures/commits?author=roysgitprojects,13.0,2800.0,18914.0,78.0,102374.0,55703.0
76812,https://doi.org/10.1109/JAS.2020.1003390,73779,https://github.com/susir1996/mu-gan,105272,https://github.com/SuSir1996,https://github.com/susir1996/mu-gan/commits?author=SuSir1996,6.0,5754.0,7.0,6.0,5754.0,7.0
124738,https://doi.org/10.1109/iccv48922.2021.00071,121041,https://github.com/hujiecpp/nad,144602,https://github.com/Apathetically,https://github.com/hujiecpp/nad/commits?author=Apathetically,5.0,4804.0,1.0,5.0,4804.0,1.0
114684,https://doi.org/10.1109/TPDS.2021.3090331,110980,https://github.com/soptq/overlap-fedavg,75037,https://github.com/Soptq,https://github.com/soptq/overlap-fedavg/commits?author=Soptq,4.0,11544.0,1.0,4.0,11544.0,1.0
116848,https://doi.org/10.1109/ICME55011.2023.00387,113152,https://github.com/aim3-ruc/movielc,132693,https://github.com/yuezih,https://github.com/aim3-ruc/movielc/commits?author=yuezih,1.0,1.0,0.0,15.0,6021.0,79.0
57083,https://doi.org/10.1109/DAC56929.2023.10247664,54619,https://github.com/kuleuven-micas/htvm,56040,https://github.com/masahi,https://github.com/kuleuven-micas/htvm/commits?author=masahi,326.0,62000.0,24826.0,7367.0,2367567.0,1064157.0
48868,https://doi.org/10.1109/IC2E52221.2021.00018,46770,https://github.com/dos-group/c3o,76814,https://github.com/j95io,https://github.com/dos-group/c3o/commits?author=j95io,2.0,197076.0,2.0,2.0,197076.0,2.0
79654,https://doi.org/10.1101/511535,76546,https://github.com/ganguli-lab/retinalresources,107945,https://github.com/StphTphsn,https://github.com/ganguli-lab/retinalresources/commits?author=StphTphsn,15.0,28.0,26.0,21.0,3381.0,269.0
9881,https://doi.org/10.1371/journal.pone.0279248,9576,https://github.com/s2120200252/visible-ship-dataset,25076,https://github.com/Qunfunction,https://github.com/s2120200252/visible-ship-dataset/commits?author=Qunfunction,45.0,922.0,95.0,45.0,922.0,95.0
74673,https://doi.org/10.1145/3578337.3605143,71676,https://github.com/dayuyang1999/zeqr,64963,https://github.com/dayuyang1999,https://github.com/dayuyang1999/zeqr/commits?author=dayuyang1999,2.0,4.0,2.0,2.0,4.0,2.0
38194,https://doi.org/10.1109/lra.2022.3190076,36490,https://github.com/ivalab/mmf,40751,https://github.com/parthsuresh,https://github.com/ivalab/mmf/commits?author=parthsuresh,1.0,208.0,0.0,920.0,317614.0,369238.0
43985,https://doi.org/10.1371/journal.pbio.2002226,42029,https://github.com/ianiinn/cmc,70967,https://github.com/IaniiNN,https://github.com/ianiinn/cmc/commits?author=IaniiNN,1.0,1992.0,0.0,1.0,1992.0,0.0
75060,https://doi.org/10.1109/IROS51168.2021.9636018,72058,https://github.com/fiveai/ros_comm,91046,https://github.com/tfoote,https://github.com/fiveai/ros_comm/commits?author=tfoote,61.0,168586.0,19693.0,935.0,290861.0,135405.0
133709,https://doi.org/10.1109/WACV45572.2020.9093351,129934,https://github.com/stringtron/quantative_style,151088,https://github.com/stringtron1,https://github.com/stringtron/quantative_style/commits?author=stringtron1,34.0,5910.0,5372.0,126.0,19677.0,5625.0
20801,https://doi.org/10.1007/s11263-024-02142-3,19949,https://github.com/jasongief/vplan,41387,https://github.com/jasongief,https://github.com/jasongief/vplan/commits?author=jasongief,5.0,7.0,5.0,5.0,7.0,5.0
50992,https://doi.org/10.1145/3555776.3578612,48797,https://github.com/mlandcv/multipathgan,3937,https://github.com/mlandcv,https://github.com/mlandcv/multipathgan/commits?author=mlandcv,43.0,884.0,59.0,43.0,884.0,59.0
135668,https://doi.org/10.48550/arxiv.2111.00243,131891,https://github.com/govindjsk/catsetmat,152464,https://github.com/govindjsk,https://github.com/govindjsk/catsetmat/commits?author=govindjsk,50.0,9029.0,2711.0,50.0,9029.0,2711.0
4337,https://doi.org/10.1145/3581791.3596842,4118,https://github.com/ubiquitouslearning/nnv12,7935,https://github.com/eric612,https://github.com/ubiquitouslearning/nnv12/commits?author=eric612,6.0,1137.0,203.0,2096.0,811977.0,287467.0
119721,https://doi.org/10.1109/TSE.2024.3382361,116024,https://github.com/livable01/livable,140516,https://github.com/LIVABLE01,https://github.com/livable01/livable/commits?author=LIVABLE01,7.0,2474.0,9.0,14.0,3572.0,57.0
90352,https://doi.org/10.1109/CIG.2019.8848044,87045,https://github.com/gaigresearch/learningfm,56282,https://github.com/GAIGResearch,https://github.com/gaigresearch/learningfm/commits?author=GAIGResearch,2.0,9892.0,0.0,2.0,9892.0,0.0
156124,https://doi.org/10.1145/3543507.3583286,152415,https://github.com/zzhin/ccfcrec,166967,https://github.com/georgezzzh,https://github.com/zzhin/ccfcrec/commits?author=georgezzzh,7.0,1163.0,19.0,7.0,1163.0,19.0
151061,https://doi.org/10.1016/j.jocs.2024.102265,147305,https://github.com/aalto-cfd/dnslabib,163607,https://github.com/mjuko,https://github.com/aalto-cfd/dnslabib/commits?author=mjuko,7.0,2260.0,68.0,8.0,2934.0,68.0
54275,https://doi.org/10.1103/PhysRevD.107.036004,51915,https://github.com/harvard-neutrino/dayabaysteriledecoherence,82826,https://github.com/jsalvado,https://github.com/harvard-neutrino/dayabaysteriledecoherence/commits?author=jsalvado,3.0,8.0,6.0,100.0,1081461.0,455447.0
154115,https://doi.org/10.18653/v1/2021.acl-short.22,150400,https://github.com/nitishgupta/allennlp-semparse,165688,https://github.com/tedgoddard,https://github.com/nitishgupta/allennlp-semparse/commits?author=tedgoddard,1.0,218.0,249.0,49.0,55603.0,26224.0
157261,https://doi.org/10.1016/J.SOFTX.2019.100253,153540,https://github.com/elseviersoftwarex/softx_2018_244,168486,https://github.com/b-schaefer,https://github.com/elseviersoftwarex/softx_2018_244/commits?author=b-schaefer,1.0,2.0,0.0,1471.0,225401.0,195287.0
79854,https://doi.org/10.1007/978-3-030-45190-5_25,76742,https://github.com/leslieaj/otalearning,108083,https://github.com/Leslieaj,https://github.com/leslieaj/otalearning/commits?author=Leslieaj,101.0,9686.0,1774.0,102.0,9687.0,1775.0
27555,https://doi.org/10.1145/3459637.3482177,26387,https://github.com/tedzhouhk/sedyt,4570,https://github.com/tedzhouhk,https://github.com/tedzhouhk/sedyt/commits?author=tedzhouhk,51.0,4287682.0,2733.0,56.0,4288026.0,2734.0
63487,https://doi.org/10.1109/CVPR52729.2023.01510,60778,https://github.com/sndnyang/sadajem,34476,https://github.com/sndnyang,https://github.com/sndnyang/sadajem/commits?author=sndnyang,1.0,4517.0,0.0,1.0,4517.0,0.0
61422,https://doi.org/10.1088/1367-2630/ac54c9,58806,https://github.com/pik-icone/paper-companion_predicting-snbs-using-gnn,44312,https://github.com/chrisn-pik,https://github.com/pik-icone/paper-companion_predicting-snbs-using-gnn/commits?author=chrisn-pik,7.0,2059.0,70.0,7.0,2059.0,70.0
156180,https://doi.org/10.1109/CVPR52729.2023.01886,152466,https://github.com/astaxanthin/adasp,66771,https://github.com/Astaxanthin,https://github.com/astaxanthin/adasp/commits?author=Astaxanthin,13.0,91254.0,14.0,13.0,91254.0,14.0
113920,https://doi.org/10.1145/3580305.3599762,110222,https://github.com/xaiseries/lexnet,33734,https://github.com/XAIseries,https://github.com/xaiseries/lexnet/commits?author=XAIseries,5.0,2904.0,19.0,5.0,2904.0,19.0
73112,https://doi.org/10.1088/1748-0221/17/10/P10004,70120,https://github.com/babisograph/graph_pooling_networks,101764,https://github.com/BaBiSoGraph,https://github.com/babisograph/graph_pooling_networks/commits?author=BaBiSoGraph,2.0,269.0,1.0,2.0,269.0,1.0
39565,https://doi.org/10.1093/mnras/stab1296,37796,https://github.com/oliverphilcox/keplers-goat-herd,65551,https://github.com/ajtribick,https://github.com/oliverphilcox/keplers-goat-herd/commits?author=ajtribick,1.0,396.0,0.0,12.0,456.0,21.0
66577,https://doi.org/10.1145/3447548.3467152,63796,https://github.com/pavelvesely/t-digest,95455,https://github.com/emlyn,https://github.com/pavelvesely/t-digest/commits?author=emlyn,1.0,7.0,7.0,395.0,2740105.0,2667949.0
57963,https://doi.org/10.24963/ijcai.2022/394,55463,https://github.com/francois-aubet/gluon-ts,40124,https://github.com/benidis,https://github.com/francois-aubet/gluon-ts/commits?author=benidis,26.0,8223.0,1412.0,670.0,156643.0,35196.0
153622,https://doi.org/10.1109/CVPR52733.2024.01563,149893,https://github.com/jbwang1997/crosskd,9342,https://github.com/sanbuphy,https://github.com/jbwang1997/crosskd/commits?author=sanbuphy,9.0,2693.0,1326.0,2302.0,584383.0,372014.0
42822,https://doi.org/10.1371/journal.pone.0293303,40898,https://github.com/sizimiya/urbanfeatures_cnn_dcgan,69625,https://github.com/sizimiya,https://github.com/sizimiya/urbanfeatures_cnn_dcgan/commits?author=sizimiya,9.0,220220.0,39837.0,9.0,220220.0,39837.0
63202,https://doi.org/10.1109/ICPR56361.2022.9956710,60500,https://github.com/eisbaer8/deepgtav,92138,https://github.com/barcharcraz,https://github.com/eisbaer8/deepgtav/commits?author=barcharcraz,3.0,13822.0,75.0,584.0,318128.0,164967.0
29424,https://doi.org/10.1109/ICDCS57875.2023.00075,28175,https://github.com/atlarge-research/opencraft,52887,https://github.com/turt2live,https://github.com/atlarge-research/opencraft/commits?author=turt2live,10.0,803.0,290.0,3233.0,401988.0,289916.0
121719,https://doi.org/10.1007/s00521-021-06282-2,118018,https://github.com/davidmrd/playing-to-distraction,142225,https://github.com/DavidMrd,https://github.com/davidmrd/playing-to-distraction/commits?author=DavidMrd,5.0,301.0,149.0,5.0,301.0,149.0
43176,https://doi.org/10.1371/journal.pcbi.1011476,41242,https://github.com/qingrunzhanglab/xa4c,70021,https://github.com/liqingbioinfo,https://github.com/qingrunzhanglab/xa4c/commits?author=liqingbioinfo,10.0,2110.0,7.0,10.0,2110.0,7.0
10121,https://doi.org/10.1371/journal.pone.0292604,9814,https://github.com/mbmackenzie/power-of-peace-speech,25411,https://github.com/mbmackenzie,https://github.com/mbmackenzie/power-of-peace-speech/commits?author=mbmackenzie,25.0,571184.0,31180.0,60.0,688338.0,44168.0
32258,https://doi.org/10.1109/CVPR52733.2024.00840,30850,https://github.com/jiwoogit/styleid,56512,https://github.com/hse1032,https://github.com/jiwoogit/styleid/commits?author=hse1032,3.0,660.0,1.0,16.0,14220.0,2228.0
75217,https://doi.org/10.1109/TVCG.2023.3274572,72208,https://github.com/abureyanahmed/multi_level_tree,357,https://github.com/tiga1231,https://github.com/abureyanahmed/multi_level_tree/commits?author=tiga1231,1.0,7.0,0.0,91.0,14505255.0,812198.0
61783,https://doi.org/10.1016/j.crmeth.2023.100621,59156,https://github.com/cs-bio/mol-gdl,90694,https://github.com/CS-BIO,https://github.com/cs-bio/mol-gdl/commits?author=CS-BIO,4.0,10387013.0,101040.0,4.0,10387013.0,101040.0
65437,https://doi.org/10.48550/arXiv.2204.00747,62685,https://github.com/datasciencelab18/indoortoolkit,94354,https://github.com/DataScienceLab18,https://github.com/datasciencelab18/indoortoolkit/commits?author=DataScienceLab18,6.0,25.0,17.0,8.0,30.0,22.0
59550,https://doi.org/10.1016/J.TRC.2020.102775,56942,https://github.com/danielegammelli/censoredgp,88388,https://github.com/adamian,https://github.com/danielegammelli/censoredgp/commits?author=adamian,15.0,212.0,109.0,3635.0,762627.0,595865.0
144766,https://doi.org/10.1109/ICSE48619.2023.00073,140991,https://github.com/icse-dome/dome,159081,https://github.com/ICSE-DOME,https://github.com/icse-dome/dome/commits?author=ICSE-DOME,1.0,3700.0,0.0,1.0,3700.0,0.0
101169,https://doi.org/10.1609/aaai.v36i10.21409,97694,https://github.com/xssstory/seqco,31027,https://github.com/xssstory,https://github.com/xssstory/seqco/commits?author=xssstory,6.0,62618.0,5.0,7.0,62619.0,6.0
153622,https://doi.org/10.1109/CVPR52733.2024.01563,149893,https://github.com/jbwang1997/crosskd,892,https://github.com/RangiLyu,https://github.com/jbwang1997/crosskd/commits?author=RangiLyu,143.0,48394.0,23247.0,2302.0,584383.0,372014.0
64322,https://doi.org/10.1145/3485447.3511973,61591,https://github.com/uniqueuptopermutation/pecos,7039,https://github.com/jiong-zhang,https://github.com/uniqueuptopermutation/pecos/commits?author=jiong-zhang,6.0,467.0,167.0,41.0,71659.0,6436.0
49514,https://doi.org/10.48550/arXiv.2205.13051,47370,https://github.com/phernst/pytorch_radon,54593,https://github.com/phernst,https://github.com/phernst/pytorch_radon/commits?author=phernst,4.0,176.0,20.0,5.0,177.0,21.0
32755,https://doi.org/10.1109/ICCV51070.2023.01834,31302,https://github.com/eslambakr/hrs_benchmark,57002,https://github.com/hrsbench,https://github.com/eslambakr/hrs_benchmark/commits?author=hrsbench,13.0,35399.0,225682.0,41.0,1169925.0,277660.0
8200,https://doi.org/10.1371/journal.pmed.1003377,7917,https://github.com/jamiegriffin/malaria_simulation,22620,https://github.com/jamiegriffin,https://github.com/jamiegriffin/malaria_simulation/commits?author=jamiegriffin,15.0,17608.0,784.0,15.0,17608.0,784.0
21203,https://doi.org/10.1109/CVPRW50498.2020.00427,20340,https://github.com/hchoi71/amc-loss,41918,https://github.com/hchoi71,https://github.com/hchoi71/amc-loss/commits?author=hchoi71,38.0,1505.0,61.0,39.0,1509.0,62.0
29743,https://doi.org/10.1103/PhysRevD.109.055024,28485,https://github.com/zhenliuphys/maglevdm,53319,https://github.com/skalia618,https://github.com/zhenliuphys/maglevdm/commits?author=skalia618,12.0,8170.0,48.0,15.0,8174.0,50.0
65199,https://doi.org/10.1007/s11548-020-02305-w,62451,https://github.com/endiqq/fus-cnns_covid-19,87154,https://github.com/endiqq,https://github.com/endiqq/fus-cnns_covid-19/commits?author=endiqq,14.0,40046.0,29.0,14.0,40046.0,29.0
44438,https://doi.org/10.1371/journal.pcbi.1010078,42474,https://github.com/yunpku/infer_heterogeneity_from_incidence,71548,https://github.com/yunPKU,https://github.com/yunpku/infer_heterogeneity_from_incidence/commits?author=yunPKU,47.0,5523.0,3391.0,47.0,5523.0,3391.0
116196,https://doi.org/10.1145/3302516.3307357,112502,https://github.com/revec/llvm-revec,14631,https://github.com/echristo,https://github.com/revec/llvm-revec/commits?author=echristo,2491.0,0.0,0.0,100945.0,0.0,0.0
44861,https://doi.org/10.1371/journal.pcbi.1010069,42887,https://github.com/neurobox3d/calciumdynamics_app,72098,https://github.com/mastep84,https://github.com/neurobox3d/calciumdynamics_app/commits?author=mastep84,1.0,1.0,0.0,201.0,80570.0,55242.0
47606,https://doi.org/10.1007/978-3-031-06975-8_6,45585,https://github.com/uhh-iss/zeek,75507,https://github.com/jrolli,https://github.com/uhh-iss/zeek/commits?author=jrolli,,,,,,
120464,https://doi.org/10.1103/PhysRevA.104.062432,116785,https://github.com/kgeorgopoulos2/qnoisecomb,141100,https://github.com/kgeorgopoulos2,https://github.com/kgeorgopoulos2/qnoisecomb/commits?author=kgeorgopoulos2,2.0,4.0,1.0,2.0,4.0,1.0
84060,https://doi.org/10.1109/TMM.2023.3238521,80823,https://github.com/nust-machine-intelligence-laboratory/fecanet,111873,https://github.com/paipaipake,https://github.com/nust-machine-intelligence-laboratory/fecanet/commits?author=paipaipake,7.0,18346.0,15.0,11.0,18346.0,15.0
149435,https://doi.org/10.1017/S1471068421000399,145701,https://github.com/viktorbesin/nestelp,162531,https://github.com/e1026412,https://github.com/viktorbesin/nestelp/commits?author=e1026412,7.0,393.0,359.0,121.0,44809.0,34289.0
17817,https://doi.org/10.48550/arXiv.2406.04148,17130,https://github.com/maijuka/fier,37229,https://github.com/maijuka,https://github.com/maijuka/fier/commits?author=maijuka,15.0,35445.0,15.0,15.0,35445.0,15.0
749,https://doi.org/10.3389/fcomp.2022.1041703,730,https://github.com/tuggeluk/pycls,1647,https://github.com/alimbekovKZ,https://github.com/tuggeluk/pycls/commits?author=alimbekovKZ,1.0,1.0,1.0,97.0,22363.0,9912.0
123533,https://doi.org/10.1145/3411764.3445315,119810,https://github.com/foroughp/manipulating-and-measuring-model-interpretability,143644,https://github.com/Foroughp,https://github.com/foroughp/manipulating-and-measuring-model-interpretability/commits?author=Foroughp,5.0,74107.0,4.0,5.0,74107.0,4.0
79107,https://doi.org/10.48550/arXiv.2303.09500,75995,https://github.com/heidekrueger/bnelearn,107440,https://github.com/kilichenko,https://github.com/heidekrueger/bnelearn/commits?author=kilichenko,78.0,18185.0,15373.0,1141.0,129214.0,100624.0
66577,https://doi.org/10.1145/3447548.3467152,63796,https://github.com/pavelvesely/t-digest,42846,https://github.com/spenczar,https://github.com/pavelvesely/t-digest/commits?author=spenczar,1.0,9.0,1.0,395.0,2740105.0,2667949.0
41129,https://doi.org/10.1038/s41598-021-87709-7,39281,https://github.com/gcampede/terrorism-metagraphs,67511,https://github.com/gcampede,https://github.com/gcampede/terrorism-metagraphs/commits?author=gcampede,17.0,30595.0,29.0,17.0,30595.0,29.0
61912,https://doi.org/10.1145/3511808.3557275,59280,https://github.com/intellabs/nlp-architect,90822,https://github.com/chinnikrishna2231,https://github.com/intellabs/nlp-architect/commits?author=chinnikrishna2231,4.0,1479.0,125.0,451.0,601777.0,111623.0
53557,https://doi.org/10.1109/ACCESS.2021.3112879,51256,https://github.com/gtlidar/tamp-manipulation,81979,https://github.com/edrumwri,https://github.com/gtlidar/tamp-manipulation/commits?author=edrumwri,176.0,0.0,0.0,25004.0,0.0,0.0
155656,https://doi.org/10.1613/jair.1.13326,151946,https://github.com/kebaek/minigrid,166678,https://github.com/YX-S-Z,https://github.com/kebaek/minigrid/commits?author=YX-S-Z,6.0,40.0,13.0,41.0,10517.0,1970.0
136972,https://doi.org/10.1109/ICASSP49357.2023.10096189,133157,https://github.com/splend1d/t5lephone,73942,https://github.com/Splend1d,https://github.com/splend1d/t5lephone/commits?author=Splend1d,17.0,108653.0,88215.0,19.0,108747.0,88216.0
