document_id,document_doi,repository_id,repository_url,developer_account_id,developer_account_url,developer_contribution_url,n_commits,n_additions,n_deletions,total_repo_commits,total_repo_additions,total_repo_deletions
113317,https://doi.org/10.1109/IWAGPR50767.2021.9843152,109642,https://github.com/majsylw/gprmax,135606,https://github.com/karlhorky,https://github.com/majsylw/gprmax/commits?author=karlhorky,1.0,1.0,1.0,1470.0,70738.0,38798.0
102098,https://doi.org/10.1016/j.patcog.2024.110729,98630,https://github.com/xingy038/ctnerf,32042,https://github.com/xingy038,https://github.com/xingy038/ctnerf/commits?author=xingy038,9.0,15194.0,7605.0,9.0,15194.0,7605.0
850,https://doi.org/10.3847/1538-4365/ac958b,830,https://github.com/liuhao-cn/fastsht,1846,https://github.com/mreineck,https://github.com/liuhao-cn/fastsht/commits?author=mreineck,1.0,20.0,34.0,96.0,209136.0,17661.0
105605,https://doi.org/10.1016/j.patrec.2023.02.018,102089,https://github.com/kmbmjn/deadpixeltest_code,32339,https://github.com/kmbmjn,https://github.com/kmbmjn/deadpixeltest_code/commits?author=kmbmjn,1.0,2338.0,0.0,1.0,2338.0,0.0
44700,https://doi.org/10.1371/journal.pcbi.1005931,42730,https://github.com/bisse-trs/ppbecoli,71896,https://github.com/krzbar,https://github.com/bisse-trs/ppbecoli/commits?author=krzbar,2.0,2.0,2.0,3.0,4.0,3.0
60827,https://doi.org/10.1109/ICCV51070.2023.01884,58219,https://github.com/stevenlsw/contactgen,39296,https://github.com/stevenlsw,https://github.com/stevenlsw/contactgen/commits?author=stevenlsw,4.0,5605.0,4.0,4.0,5605.0,4.0
132439,https://doi.org/10.1109/TKDE.2023.3324510,128658,https://github.com/ringbdstack/ucl_sed,78936,https://github.com/shuishuianniu,https://github.com/ringbdstack/ucl_sed/commits?author=shuishuianniu,6.0,1101.0,17.0,6.0,1101.0,17.0
109156,https://doi.org/10.1109/ICCV51070.2023.00727,105604,https://github.com/lukashoel/text2room,99184,https://github.com/Mason-McGough,https://github.com/lukashoel/text2room/commits?author=Mason-McGough,1.0,2.0,2.0,8.0,5820.0,12.0
154552,https://doi.org/10.1016/j.envint.2022.107422,150845,https://github.com/isglobal-exposomehub/exposomedatachallenge2021,165980,https://github.com/chiaramoccia,https://github.com/isglobal-exposomehub/exposomedatachallenge2021/commits?author=chiaramoccia,1.0,242.0,0.0,83.0,56927.0,1209.0
98474,https://doi.org/10.1109/TASE.2022.3211873,95053,https://github.com/precision-grazing/project,123928,https://github.com/precision-grazing,https://github.com/precision-grazing/project/commits?author=precision-grazing,3.0,374.0,2.0,34.0,30226.0,2148.0
53426,https://doi.org/10.1109/CVPR46437.2021.01249,51130,https://github.com/facebookresearch/connect-caption-and-trace,4940,https://github.com/facebook-github-bot,https://github.com/facebookresearch/connect-caption-and-trace/commits?author=facebook-github-bot,2.0,107.0,0.0,7.0,22421.0,4.0
138046,https://doi.org/10.1016/j.neunet.2019.04.016,134250,https://github.com/dlaredo/nasa_rul_-cmaps-,154286,https://github.com/spndo,https://github.com/dlaredo/nasa_rul_-cmaps-/commits?author=spndo,6.0,24092.0,1003.0,185.0,834309.0,332604.0
24316,https://doi.org/10.1109/IROS45743.2020.9340705,23312,https://github.com/changanvr/relationalgraphlearning,30725,https://github.com/LuNoX,https://github.com/changanvr/relationalgraphlearning/commits?author=LuNoX,1.0,6.0,3.0,267.0,18199.0,13075.0
79324,https://doi.org/10.1145/3613904.3642065,76216,https://github.com/google/humanio,107676,https://github.com/xybruceliu,https://github.com/google/humanio/commits?author=xybruceliu,1.0,2039.0,4.0,3.0,3419.0,1091.0
115964,https://doi.org/10.1109/CVPR.2019.01078,112282,https://github.com/kang205/stl-dataset,137739,https://github.com/kang205,https://github.com/kang205/stl-dataset/commits?author=kang205,1.0,1.0,0.0,1.0,1.0,0.0
9949,https://doi.org/10.1371/journal.pone.0275100,9644,https://github.com/sci-dhgithub/a-path-planning-approach-for-mobile-robots-using-short-and-safe-q-learning,25149,https://github.com/SCI-DHgithub,https://github.com/sci-dhgithub/a-path-planning-approach-for-mobile-robots-using-short-and-safe-q-learning/commits?author=SCI-DHgithub,2.0,1.0,1.0,2.0,1.0,1.0
152306,https://doi.org/10.3847/1538-3881/ab2390,148533,https://github.com/exoml/plan-net,164481,https://github.com/h21k,https://github.com/exoml/plan-net/commits?author=h21k,5.0,23.0,10.0,7.0,158.0,16.0
22097,https://doi.org/10.1016/j.icarus.2023.115845,21197,https://github.com/albinocarbo/tunguska_fall_model,43110,https://github.com/AlbinoCarbo,https://github.com/albinocarbo/tunguska_fall_model/commits?author=AlbinoCarbo,10.0,352.0,6.0,10.0,352.0,6.0
151690,https://doi.org/10.1007/978-3-030-95467-3_27,147906,https://github.com/usnistgov/stvm_nlp_research,164075,https://github.com/generic-github-user,https://github.com/usnistgov/stvm_nlp_research/commits?author=generic-github-user,39.0,309.0,120.0,54.0,395.0,1210.0
125256,https://doi.org/10.1145/3477495.3532065,121551,https://github.com/iriscxy/target-aware-rwg,82389,https://github.com/iriscxy,https://github.com/iriscxy/target-aware-rwg/commits?author=iriscxy,4.0,7439.0,52.0,4.0,7439.0,52.0
10426,https://doi.org/10.1371/journal.pone.0165966,10116,https://github.com/zain2014/esra-md,25850,https://github.com/zain2014,https://github.com/zain2014/esra-md/commits?author=zain2014,1.0,0.0,0.0,1.0,0.0,0.0
68604,https://doi.org/10.1145/3589334.3645381,65727,https://github.com/hkbunlp/explainhm-www2024,41069,https://github.com/ChiYeungLaw,https://github.com/hkbunlp/explainhm-www2024/commits?author=ChiYeungLaw,3.0,2640.0,4.0,44.0,10843.0,7836.0
73665,https://doi.org/10.1109/TDSC.2022.3160872,70659,https://github.com/fripside/serviceaudit,51424,https://github.com/fripSide,https://github.com/fripside/serviceaudit/commits?author=fripSide,6.0,101539.0,5110.0,6.0,101539.0,5110.0
47398,https://doi.org/10.1109/TCYB.2022.3194149,45377,https://github.com/vickyfox/region-wise-inpainting,75208,https://github.com/vickyFox,https://github.com/vickyfox/region-wise-inpainting/commits?author=vickyFox,16.0,862.0,39.0,26.0,920.0,54.0
104057,https://doi.org/10.1609/aaai.v36i4.20372,100570,https://github.com/sijie-umn/ssf-mip,128367,https://github.com/megan893,https://github.com/sijie-umn/ssf-mip/commits?author=megan893,1.0,591.0,44.0,64.0,29376.0,20889.0
34926,https://doi.org/10.1109/LRA.2018.2860057,33397,https://github.com/jonasrothfuss/deepepisodicmemory,59909,https://github.com/markusgrotz,https://github.com/jonasrothfuss/deepepisodicmemory/commits?author=markusgrotz,1.0,93.0,0.0,349.0,21550.0,12956.0
42455,https://doi.org/10.1371/journal.pone.0257426,40540,https://github.com/yccc12/keras-retinanet,42492,https://github.com/apacha,https://github.com/yccc12/keras-retinanet/commits?author=apacha,4.0,30.0,19.0,582.0,11755.0,5973.0
97597,https://doi.org/10.1109/ICCV51070.2023.00120,94179,https://github.com/csimo005/summit,123255,https://github.com/maxjaritz,https://github.com/csimo005/summit/commits?author=maxjaritz,2.0,44.0,31.0,9.0,10679.0,814.0
84041,https://doi.org/10.3390/math10244778,80804,https://github.com/zaiwen/modelcorrection,111854,https://github.com/lrslxdr,https://github.com/zaiwen/modelcorrection/commits?author=lrslxdr,13.0,3238.0,563.0,25.0,28034126.0,218135.0
150802,https://doi.org/10.48550/arXiv.2403.05612,147050,https://github.com/katiekang1998/llm_hallucinations,51296,https://github.com/Dahoas,https://github.com/katiekang1998/llm_hallucinations/commits?author=Dahoas,34.0,3986.0,3796.0,317.0,376109.0,336788.0
65285,https://doi.org/10.1109/CVPRW53098.2021.00374,62536,https://github.com/papermsucode/mdmmt,94234,https://github.com/papermsucode,https://github.com/papermsucode/mdmmt/commits?author=papermsucode,4.0,27.0,2.0,5.0,21729.0,10.0
123149,https://doi.org/10.1109/ICASSP49357.2023.10095569,119411,https://github.com/tomohikonakamura/asteroid_jacappella,63484,https://github.com/z-wony,https://github.com/tomohikonakamura/asteroid_jacappella/commits?author=z-wony,2.0,5.0,5.0,921.0,112238.0,39445.0
43895,https://doi.org/10.1371/journal.pone.0227502,41946,https://github.com/ohi-science/ohibc,12779,https://github.com/katrinleinweber,https://github.com/ohi-science/ohibc/commits?author=katrinleinweber,1.0,28.0,28.0,695.0,9828123.0,8134083.0
127435,https://doi.org/10.1038/s41524-024-01373-9,123687,https://github.com/ramprasad-group/polyverse,146564,https://github.com/ajain434,https://github.com/ramprasad-group/polyverse/commits?author=ajain434,8.0,4050.0,2066.0,59.0,16487384.0,8396574.0
72406,https://doi.org/10.1609/icwsm.v15i1.18085,69463,https://github.com/gesiscss/theory-driven-sexism-detection,101195,https://github.com/hide-ous,https://github.com/gesiscss/theory-driven-sexism-detection/commits?author=hide-ous,2.0,7.0,7.0,13.0,6207.0,2192.0
117906,https://doi.org/10.1109/IROS47612.2022.9981732,114186,https://github.com/jaykamat99/mt-multimodal_optimization,90888,https://github.com/quimortiz,https://github.com/jaykamat99/mt-multimodal_optimization/commits?author=quimortiz,2.0,294.0,284.0,75.0,51697.0,23739.0
49459,https://doi.org/10.1109/TDSC.2022.3153844,47320,https://github.com/kevinkoo001/ropf,77351,https://github.com/kevinkoo001,https://github.com/kevinkoo001/ropf/commits?author=kevinkoo001,6.0,6766.0,22.0,6.0,6766.0,22.0
110882,https://doi.org/10.1145/3543507.3583398,107289,https://github.com/idea-iitd/fairallocinsocialcom,115209,https://github.com/anjaliakg17,https://github.com/idea-iitd/fairallocinsocialcom/commits?author=anjaliakg17,6.0,19.0,5.0,6.0,19.0,5.0
114012,https://doi.org/10.1109/ICRA57147.2024.10610545,110317,https://github.com/bosszhe/emiff,37036,https://github.com/Bosszhe,https://github.com/bosszhe/emiff/commits?author=Bosszhe,18.0,130181.0,8644.0,18.0,130181.0,8644.0
67732,https://doi.org/10.1109/CVPR52688.2022.01131,64910,https://github.com/huiserwang/contrastmask,96576,https://github.com/huiserwang,https://github.com/huiserwang/contrastmask/commits?author=huiserwang,23.0,109797.0,45.0,23.0,109797.0,45.0
143882,https://doi.org/10.48550/arXiv.2407.08563,140098,https://github.com/leahvdh/vox-populi-vox-ai,158492,https://github.com/leahvdh,https://github.com/leahvdh/vox-populi-vox-ai/commits?author=leahvdh,21.0,51021.0,6593.0,29.0,51273.0,6615.0
26712,https://doi.org/10.1051/0004-6361/202347929,25598,https://github.com/javierorjuela/bayesian-neural-net-with-mnfs-for-f-r-,49373,https://github.com/JavierOrjuela,https://github.com/javierorjuela/bayesian-neural-net-with-mnfs-for-f-r-/commits?author=JavierOrjuela,2.0,3.0,1.0,2.0,3.0,1.0
93472,https://doi.org/10.1109/TVCG.2020.2988476,90154,https://github.com/juyong/dhnn_bodyrepresentation,36182,https://github.com/jby1993,https://github.com/juyong/dhnn_bodyrepresentation/commits?author=jby1993,3.0,570159.0,47.0,7.0,570183.0,59.0
104535,https://doi.org/10.2140/jsag.2022.12.17,101030,https://github.com/macaulay2/workshop-2016-utah,128701,https://github.com/pplt,https://github.com/macaulay2/workshop-2016-utah/commits?author=pplt,51.0,5702.0,4717.0,507.0,61764.0,26104.0
90341,https://doi.org/10.1109/ICCV48922.2021.00126,87034,https://github.com/slerman12/explaininginteractions,117293,https://github.com/AGI-init,https://github.com/slerman12/explaininginteractions/commits?author=AGI-init,2.0,4053.0,2.0,2.0,4053.0,2.0
108763,https://doi.org/10.1109/CBMS58004.2023.00304,105227,https://github.com/randlbem/early_icu_mortality_prediction_with_deep_fl,132088,https://github.com/nurialla2,https://github.com/randlbem/early_icu_mortality_prediction_with_deep_fl/commits?author=nurialla2,9.0,5499.0,0.0,51.0,54351.0,28610.0
102180,https://doi.org/10.1137/23M1576360,98715,https://github.com/data-driven-numerical-methods/nonlinear-truncated-conjugate-residual,126934,https://github.com/matherheart,https://github.com/data-driven-numerical-methods/nonlinear-truncated-conjugate-residual/commits?author=matherheart,9.0,762.0,240.0,24.0,8775.0,4951.0
85429,https://doi.org/10.1109/TPAMI.2023.3241945,82164,https://github.com/ralphc1212/variational_nested_dropout,113076,https://github.com/ralphc1212,https://github.com/ralphc1212/variational_nested_dropout/commits?author=ralphc1212,4.0,1972.0,2.0,4.0,1972.0,2.0
82292,https://doi.org/10.1109/jstsp.2024.3387299,79079,https://github.com/salmane-s9/bistatic_isac,110199,https://github.com/salmane-s9,https://github.com/salmane-s9/bistatic_isac/commits?author=salmane-s9,13.0,4153.0,71.0,13.0,4153.0,71.0
155941,https://doi.org/10.1109/TPAMI.2024.3354910,152238,https://github.com/daftstone/smfm,51879,https://github.com/Daftstone,https://github.com/daftstone/smfm/commits?author=Daftstone,9.0,493287.0,1.0,9.0,493287.0,1.0
72266,https://doi.org/10.3847/1538-4365/aab764,69328,https://github.com/pwry/lextes,101072,https://github.com/defseg,https://github.com/pwry/lextes/commits?author=defseg,12.0,307.0,25.0,15.0,345.0,27.0
148079,https://doi.org/10.1109/TNNLS.2023.3279099,144309,https://github.com/yzr1991/deep_into_the_domain_shift,161511,https://github.com/yzR1991,https://github.com/yzr1991/deep_into_the_domain_shift/commits?author=yzR1991,39.0,10213.0,1074.0,39.0,10213.0,1074.0
18719,https://doi.org/10.1109/ICPR56361.2022.9956716,17961,https://github.com/sheephow/elie_str,38426,https://github.com/SheepHow,https://github.com/sheephow/elie_str/commits?author=SheepHow,1.0,1.0,0.0,3.0,2287.0,2.0
126758,https://doi.org/10.1109/TMM.2023.3291588,123034,https://github.com/fanrena/dpt,146106,https://github.com/fanrena,https://github.com/fanrena/dpt/commits?author=fanrena,12.0,5877.0,19.0,12.0,5877.0,19.0
27482,https://doi.org/10.1145/3510003.3510177,26320,https://github.com/automatedprogramrepair-2021/dear-auto-fix,50388,https://github.com/AutomatedProgramRepair-2021,https://github.com/automatedprogramrepair-2021/dear-auto-fix/commits?author=AutomatedProgramRepair-2021,32.0,14151658.0,114.0,33.0,14151660.0,114.0
129610,https://doi.org/10.1109/INFOCOM52122.2024.10621088,125891,https://github.com/nkicsl/smartzone,97031,https://github.com/nkicsl,https://github.com/nkicsl/smartzone/commits?author=nkicsl,20.0,151168.0,29128.0,20.0,151168.0,29128.0
55321,https://doi.org/10.1186/s12859-022-04688-w,52922,https://github.com/usmaann/bioalbert,84110,https://github.com/usmaann,https://github.com/usmaann/bioalbert/commits?author=usmaann,23.0,206.0,63.0,23.0,206.0,63.0
62645,https://doi.org/10.1109/TNNLS.2021.3129371,59977,https://github.com/fedl-repo/fedaux,91555,https://github.com/fedl-repo,https://github.com/fedl-repo/fedaux/commits?author=fedl-repo,8.0,1657.0,1.0,8.0,1657.0,1.0
52221,https://doi.org/10.1109/TMM.2023.3314153,49988,https://github.com/luogen1996/simrec,80459,https://github.com/luogen1996,https://github.com/luogen1996/simrec/commits?author=luogen1996,8.0,7822.0,19.0,57.0,25485.0,15722.0
8817,https://doi.org/10.1371/journal.pone.0272386,8529,https://github.com/eam-experiments/emnist,23474,https://github.com/eam-experiments,https://github.com/eam-experiments/emnist/commits?author=eam-experiments,84.0,6118.0,307739.0,189.0,386761.0,383728.0
48083,https://doi.org/10.1145/3534678.3539392,46023,https://github.com/wzh-nlp/dl-mia-kdd-2022,75926,https://github.com/ArtemisAnn,https://github.com/wzh-nlp/dl-mia-kdd-2022/commits?author=ArtemisAnn,34.0,47694820.0,7800.0,41.0,47694884.0,7813.0
85590,https://doi.org/10.1109/CVPRW59228.2023.00544,82323,https://github.com/uark-cviu/spartan,113212,https://github.com/nchappa,https://github.com/uark-cviu/spartan/commits?author=nchappa,2.0,28.0,2.0,2.0,28.0,2.0
144404,https://doi.org/10.1609/aaai.v35i18.17931,140627,https://github.com/applicaai/successive-halving-topk,68582,https://github.com/pietruh,https://github.com/applicaai/successive-halving-topk/commits?author=pietruh,3.0,27.0,4.0,4.0,37.0,11.0
32480,https://doi.org/10.2140/camcos.2022.17.1,31043,https://github.com/stevenireeves/amrex,12580,https://github.com/ax3l,https://github.com/stevenireeves/amrex/commits?author=ax3l,,,,,,
97630,https://doi.org/10.1109/ICCV51070.2023.00358,94214,https://github.com/zhongcl-thu/3d-implicit-transporter,123276,https://github.com/zhongcl-thu,https://github.com/zhongcl-thu/3d-implicit-transporter/commits?author=zhongcl-thu,2.0,6.0,5.0,27.0,89.0,70.0
35178,https://doi.org/10.48550/arxiv.2103.00418,33645,https://github.com/francoisluus/kgreasoning,60271,https://github.com/hyren,https://github.com/francoisluus/kgreasoning/commits?author=hyren,5.0,1424.0,3.0,8.0,2385.0,37.0
117412,https://doi.org/10.1109/CVPR46437.2021.01303,113703,https://github.com/sherlockholmes221/ggnet,138824,https://github.com/SherlockHolmes221,https://github.com/sherlockholmes221/ggnet/commits?author=SherlockHolmes221,7.0,14632.0,44.0,7.0,14632.0,44.0
75934,https://doi.org/10.18653/v1/2021.eacl-main.262,72925,https://github.com/nkh2235/syntaxbert,104505,https://github.com/nkh2235,https://github.com/nkh2235/syntaxbert/commits?author=nkh2235,1.0,41752.0,0.0,1.0,41752.0,0.0
143769,https://doi.org/10.1109/CVPR52733.2024.02234,139976,https://github.com/anapplecore/mose,64230,https://github.com/weilllllls,https://github.com/anapplecore/mose/commits?author=weilllllls,2.0,2408.0,2.0,42.0,18796.0,13960.0
155648,https://doi.org/10.1145/3377811.3380400,151938,https://github.com/arise-lab/deepinspect,166666,https://github.com/ariselab,https://github.com/arise-lab/deepinspect/commits?author=ariselab,2.0,2.0,1.0,75.0,6193529.0,1512.0
124073,https://doi.org/10.1073/pnas.2311888121,120370,https://github.com/hyunp2/alphafold,68672,https://github.com/sbodenstein,https://github.com/hyunp2/alphafold/commits?author=sbodenstein,3.0,15.0,14.0,270.0,77523.0,6362.0
27482,https://doi.org/10.1145/3510003.3510177,26320,https://github.com/automatedprogramrepair-2021/dear-auto-fix,50389,https://github.com/kevinGit777,https://github.com/automatedprogramrepair-2021/dear-auto-fix/commits?author=kevinGit777,1.0,2.0,0.0,33.0,14151660.0,114.0
108972,https://doi.org/10.1109/CVPR52688.2022.01368,105423,https://github.com/mengqidyangge/hierkd,132256,https://github.com/mengqiDyangge,https://github.com/mengqidyangge/hierkd/commits?author=mengqiDyangge,,,,,,
121900,https://doi.org/10.48550/arxiv.2003.05733,118186,https://github.com/boosting-ticket/ticket_robust,142321,https://github.com/boosting-ticket,https://github.com/boosting-ticket/ticket_robust/commits?author=boosting-ticket,1.0,213235.0,0.0,1.0,213235.0,0.0
89149,https://doi.org/10.3389/fmed.2021.746307,85868,https://github.com/khtao/stainnet,64615,https://github.com/khtao,https://github.com/khtao/stainnet/commits?author=khtao,34.0,2491.0,976.0,34.0,2491.0,976.0
80535,https://doi.org/10.1609/aaai.v38i9.28850,77394,https://github.com/marketdesignresearch/ml-cca,51012,https://github.com/JakobHeiss,https://github.com/marketdesignresearch/ml-cca/commits?author=JakobHeiss,3.0,3.0,2.0,18.0,177741.0,2304.0
93281,https://doi.org/10.1109/TPAMI.2019.2963387,89969,https://github.com/luoyan407/congruency,52542,https://github.com/oibook13,https://github.com/luoyan407/congruency/commits?author=oibook13,12.0,234.0,109.0,36.0,297.0,144.0
94589,https://doi.org/10.1109/CVPR52733.2024.01599,91231,https://github.com/ailab-cvc/yolo-world,120822,https://github.com/paartheee,https://github.com/ailab-cvc/yolo-world/commits?author=paartheee,3.0,38.0,7.0,131.0,43054.0,19618.0
17003,https://doi.org/10.1145/3611643.3616287,16363,https://github.com/davidtr1037/klee-quantifiers,36042,https://github.com/Mic92,https://github.com/davidtr1037/klee-quantifiers/commits?author=Mic92,6.0,125.0,108.0,2276.0,628836.0,311256.0
9551,https://doi.org/10.1371/journal.ppat.1011663,9251,https://github.com/bloc0078/umn-tischler-tnseq,24661,https://github.com/bloc0078,https://github.com/bloc0078/umn-tischler-tnseq/commits?author=bloc0078,12.0,152832.0,3284.0,12.0,152832.0,3284.0
279,https://doi.org/10.21437/Interspeech.2021-1679,271,https://github.com/statnlp/ada4asr,619,https://github.com/erip,https://github.com/statnlp/ada4asr/commits?author=erip,10.0,248.0,127.0,567.0,62751.0,18792.0
24209,https://doi.org/10.1609/AAAI.V34I07.6902,23210,https://github.com/wangsr126/rdsnet,8574,https://github.com/IliaLarchenko,https://github.com/wangsr126/rdsnet/commits?author=IliaLarchenko,1.0,1.0,1.0,467.0,83165.0,32748.0
115887,https://doi.org/10.1007/s10618-021-00813-0,112204,https://github.com/cran2367/sgt,137673,https://github.com/cran2367,https://github.com/cran2367/sgt/commits?author=cran2367,58.0,61708.0,31014.0,58.0,61708.0,31014.0
50747,https://doi.org/10.1111/biom.13852,48553,https://github.com/umich-biostatistics/syndi,10418,https://github.com/mkleinsa,https://github.com/umich-biostatistics/syndi/commits?author=mkleinsa,13.0,2947.0,1504.0,13.0,2947.0,1504.0
9811,https://doi.org/10.1371/journal.pone.0236371,9510,https://github.com/sjmuellerbt/cyprofiles,24994,https://github.com/sjmuellerbt,https://github.com/sjmuellerbt/cyprofiles/commits?author=sjmuellerbt,3.0,1783.0,0.0,3.0,1783.0,0.0
47606,https://doi.org/10.1007/978-3-031-06975-8_6,45585,https://github.com/uhh-iss/zeek,75498,https://github.com/dnthayer,https://github.com/uhh-iss/zeek/commits?author=dnthayer,,,,,,
28739,https://doi.org/10.1145/3405794,27513,https://github.com/khoapham/fos,51906,https://github.com/khoapham,https://github.com/khoapham/fos/commits?author=khoapham,25.0,19317.0,57.0,257.0,6544328.0,3235317.0
936,https://doi.org/10.1109/TPAMI.2022.3223908,912,https://github.com/fangshancheng/abinet-pp,2007,https://github.com/ppwwyyxx,https://github.com/fangshancheng/abinet-pp/commits?author=ppwwyyxx,1.0,10.0,35.0,242.0,24260.0,2407.0
73555,https://doi.org/10.1007/978-3-030-01057-7_25,70549,https://github.com/gprathap/openbcipython,102154,https://github.com/rceballos98,https://github.com/gprathap/openbcipython/commits?author=rceballos98,45.0,7952.0,6237.0,174.0,409212.0,14904.0
10797,https://doi.org/10.1371/journal.pcbi.1007636,10480,https://github.com/oxpig/saab_plus,26375,https://github.com/oxpig-admin,https://github.com/oxpig/saab_plus/commits?author=oxpig-admin,0.0,0.0,0.0,24.0,198.0,165.0
35482,https://doi.org/10.1109/CVPR52729.2023.00495,33938,https://github.com/megvii-research/cvpr2023-unidistill,3948,https://github.com/kebijuelun,https://github.com/megvii-research/cvpr2023-unidistill/commits?author=kebijuelun,4.0,18.0,5.0,10.0,12303.0,6.0
33968,https://doi.org/10.1109/ICRA48891.2023.10160855,32476,https://github.com/georgeliu233/strajnet,58663,https://github.com/georgeliu233,https://github.com/georgeliu233/strajnet/commits?author=georgeliu233,23.0,5349.0,358.0,23.0,5349.0,358.0
78186,https://doi.org/10.1109/TCSVT.2019.2935128,75083,https://github.com/jackryo/ricap,106526,https://github.com/jackryo,https://github.com/jackryo/ricap/commits?author=jackryo,1.0,848.0,0.0,1.0,848.0,0.0
88368,https://doi.org/10.1109/TPAMI.2023.3236725,85079,https://github.com/pkuyym/evolvingattention,115571,https://github.com/lizzylizzylizzy,https://github.com/pkuyym/evolvingattention/commits?author=lizzylizzylizzy,7.0,5548.0,17.0,11.0,16431.0,18.0
17824,https://doi.org/10.48550/arXiv.2403.01924,17136,https://github.com/disi-unibo-nlp/medgenie,37236,https://github.com/disi-unibo-nlp,https://github.com/disi-unibo-nlp/medgenie/commits?author=disi-unibo-nlp,,,,,,
41703,https://doi.org/10.1109/CVPR52729.2023.00768,39816,https://github.com/bytedance/mrecg,68091,https://github.com/bobma-bytedance,https://github.com/bytedance/mrecg/commits?author=bobma-bytedance,2.0,2755.0,0.0,2.0,2755.0,0.0
98844,https://doi.org/10.1109/ICCVW60793.2023.00359,95419,https://github.com/firefyf/scrollnet,73332,https://github.com/FireFYF,https://github.com/firefyf/scrollnet/commits?author=FireFYF,18.0,2960.0,396.0,18.0,2960.0,396.0
114910,https://doi.org/10.18653/v1/2022.findings-emnlp.72,111212,https://github.com/yuvalkirstain/lm-evaluation-harness,136784,https://github.com/anthony-dipofi,https://github.com/yuvalkirstain/lm-evaluation-harness/commits?author=anthony-dipofi,6.0,230.0,142.0,412.0,17673.0,9958.0
53849,https://doi.org/10.1609/aaai.v35i16.17721,51518,https://github.com/yuyanislearning/ctrl-pg,82289,https://github.com/GuillemGSubies,https://github.com/yuyanislearning/ctrl-pg/commits?author=GuillemGSubies,5.0,9.0,7.0,1771.0,1587071.0,790641.0
26222,https://doi.org/10.1016/j.cose.2022.103051,25141,https://github.com/efchatz/http3-attacks,48704,https://github.com/efchatz,https://github.com/efchatz/http3-attacks/commits?author=efchatz,25.0,256.0,111.0,25.0,256.0,111.0
46257,https://doi.org/10.1109/ICCV48922.2021.00931,44262,https://github.com/arjish/pretrainedfulllibrary_fewshot,73763,https://github.com/mj33rice,https://github.com/arjish/pretrainedfulllibrary_fewshot/commits?author=mj33rice,2.0,364.0,2.0,6.0,389.0,5.0
44180,https://doi.org/10.1371/journal.pone.0263125,42221,https://github.com/lukemelas/efficientnet-pytorch,71223,https://github.com/Ryo-F,https://github.com/lukemelas/efficientnet-pytorch/commits?author=Ryo-F,1.0,13.0,18.0,120.0,8902.0,3609.0
